language,region,quoteType,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,lastCloseTevEbitLtm,lastClosePriceToNNWCPerShare,hasPrePostMarketData,firstTradeDateMilliseconds,priceHint,preMarketChange,preMarketChangePercent,preMarketTime,preMarketPrice,regularMarketChange,regularMarketTime,regularMarketPrice,regularMarketDayHigh,regularMarketDayRange,regularMarketDayLow,regularMarketVolume,regularMarketPreviousClose,bid,ask,bidSize,askSize,market,messageBoardId,fullExchangeName,longName,financialCurrency,regularMarketOpen,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,regularMarketChangePercent,currency,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,trailingAnnualDividendRate,trailingPE,dividendRate,trailingAnnualDividendYield,dividendYield,marketState,exchange,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,sharesOutstanding,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,forwardPE,priceToBook,sourceInterval,exchangeDataDelayedBy,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,cryptoTradeable,fiftyTwoWeekHigh,fiftyTwoWeekLow,averageAnalystRating,shortName,displayName,symbol,prevName,nameChangeDate,ipoExpectedDate
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,False,LOW,12.828995,-0.8625544395565645,True,1411133400000,2,-1.0199966,-0.99833286,1729162867.0,101.15,0.330002,1729108802,102.17,103.85,101.8 - 103.85,101.8,14178385,101.84,100.97,101.04,13,13,us_market,finmb_42083601,NYSE,Alibaba Group Holding Limited,CNY,102.505,19127819,30126970,35.54,0.5333934,0.32404,USD,66.63 - 117.82,-15.650002,-0.13282976,24.78863,1720742400.0,1723717800.0,1731591000.0,1731936600.0,1723721400.0,1723721400.0,True,7.221,25.800505,2.0,0.07090534,1.96,PRE,NYQ,3.96,9.88,8.7,11.743678,2394980096,394.46,90.8626,11.307396,0.12444499,79.1653,23.0047,0.2905907,244695105536,10.341093,0.2590123,15,0,America/New_York,EDT,-14400000,False,False,False,117.82,66.63,1.9 - Buy,Alibaba Group Holding Limited,Alibaba Group Holding,BABA,,,
en-US,US,EQUITY,Equity,Delayed Quote,False,LOW,,-0.004134061402804648,False,1302096600000,2,,,,,0.25,1729104590,12.63,12.7,12.4 - 12.7,12.4,1592,12.38,12.53,12.71,423,3177,us_market,finmb_5463985,OTC Markets OTCPK,Agricultural Bank of China Limited,CNY,12.4,76747,216070,3.75,0.4222973,2.019386,USD,8.88 - 13.08,-0.4499998,-0.034403656,30.852211,1721001600.0,1730372340.0,1730372340.0,1730372340.0,1725008400.0,1725008400.0,False,0.347,4.972441,0.81,0.028029079,6.46,PRE,PNK,2.54,,,,1229549952,7.057,11.582,1.0480003,0.09048527,10.8172,1.8128004,0.167585,242642501632,,1.7897123,15,0,America/New_York,EDT,-14400000,False,False,False,13.08,8.88,,Agricultural Bank of China,,ACGBY,,,
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,21.689598,-5.1857171695315225,True,737213400000,2,-0.27999878,-0.35755175,1729160935.0,78.03,0.45999908,1729108801,78.31,78.65,78.08 - 78.65,78.08,3200053,77.85,78.34,78.5,1,1,us_market,finmb_336774,NasdaqGS,AstraZeneca PLC,USD,78.33,4563023,3270260,17.839996,0.29502225,0.5908787,USD,60.47 - 87.68,-9.370003,-0.106865905,20.847559,1725840000.0,1731394800.0,1731394800.0,1731394800.0,1731420000.0,1731420000.0,False,2.97,37.64904,1.49,0.038150292,1.91,PRE,NMS,2.08,5.49,4.86,16.113169,3100590080,25.492,81.1418,-2.8318024,-0.03489943,74.33345,3.9765472,0.053496066,242807193600,14.264116,3.071944,15,0,America/New_York,EDT,-14400000,False,False,False,87.68,60.47,1.7 - Buy,Astrazeneca PLC,AstraZeneca,AZN,,,
en-US,US,EQUITY,Equity,Delayed Quote,False,LOW,35.018667,35.26411130347697,False,1296052200000,2,,,,,-0.27000427,1729108774,223.61,224.16,222.51 - 224.16,222.51,5111,223.88,223.59,223.84,9,435,us_market,finmb_881746,OTC Markets OTCPK,Hermès International Société en commandite par actions,EUR,223.26,37658,31020,49.020004,0.28077212,-0.12060222,USD,174.59 - 264.8,-41.189987,-0.15555131,27.243351,1716940800.0,1721923201.0,1721923201.0,1721923201.0,1721923200.0,1721923200.0,False,11.5,48.295895,1.62,0.051366802,0.72,PRE,PNK,4.63,5.34,4.92,45.44919,1048360000,143.721,228.8344,-5.2243958,-0.022830466,233.18146,-9.571457,-0.041047245,238328020992,41.87453,1.5558618,15,0,America/New_York,EDT,-14400000,False,False,False,264.8,174.59,2.0 - Buy,Hermes International SA,,HESAY,,,
en-US,US,EQUITY,Equity,Delayed Quote,False,LOW,35.018667,35.37848879122009,False,830784600000,2,,,,,-72.0,1729094416,2245.0,2245.0,2235.0 - 2245.0,2235.0,7,2317.0,2228.0,2286.74,11,10,us_market,finmb_881746,OTC Markets OTCPK,Hermès International Société en commandite par actions,EUR,2235.0,173,100,502.68005,0.2885119,-3.1074665,USD,1742.32 - 2688.36,-443.3601,-0.16491842,26.995743,1519257600.0,1721923201.0,1721923201.0,1721923201.0,1721923200.0,1721923200.0,False,11.5,48.90002,16.13,0.0049633146,0.72,PRE,PNK,45.91,,,,104836000,143.721,2285.3315,-40.331543,-0.017648006,2329.9763,-84.97632,-0.036470894,240093773824,,15.6205435,15,0,America/New_York,EDT,-14400000,False,False,False,2688.36,1742.32,,Hermes International SA,,HESAF,,,
en-US,US,EQUITY,Equity,Delayed Quote,False,LOW,21.689598,-5.6286847708940915,False,1234535400000,2,,,,,0.0,1729022400,153.7,169.0,166.0 - 169.0,166.0,200,169.0,151.0,162.29,451,400,us_market,finmb_336774,OTC Markets OTCPK,AstraZeneca PLC,USD,169.0,2038,1010,35.539993,0.30077854,0.0,USD,118.16 - 175.0,-21.300003,-0.1217143,20.473433,1567987200.0,1731394800.0,1731394800.0,1731394800.0,1731420000.0,1731420000.0,False,2.97,37.305824,2.98,0.017573964,1.94,PRE,PNK,4.12,,,,1550290048,25.492,160.6276,-6.927597,-0.04312831,147.5253,6.174698,0.04185518,240020979712,,6.029342,15,0,America/New_York,EDT,-14400000,False,False,False,175.0,118.16,,AstraZeneca Plc,,AZNCF,,,
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,19.776127,-3.9663874487183484,True,76253400000,2,-0.30000305,-0.17194124,1729162769.0,174.18,-1.4199982,1729108800,174.48,175.33,173.63 - 175.33,173.63,4391006,175.9,174.04,174.1,1,1,us_market,finmb_32854,NasdaqGS,"PepsiCo, Inc.",USD,175.0,5449738,5655130,16.449997,0.10409414,-0.80727583,USD,158.03 - 183.41,-8.930008,-0.048688773,9.554064,1727654400.0,1728390600.0,1728390600.0,1728390600.0,1728389700.0,1728389700.0,False,5.24,25.696611,5.42,0.029789653,3.11,PRE,NMS,6.79,8.63,8.15,21.40859,1371990016,14.168,173.6224,0.8575897,0.0049393955,170.9742,3.5057983,0.020504838,239384805376,20.217844,12.315076,15,0,America/New_York,EDT,-14400000,False,False,False,183.41,158.03,2.5 - Buy,"Pepsico, Inc.",PepsiCo,PEP,,,
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,False,LOW,17.431877,-6.3716347190808245,True,847377000000,2,0.08000183,0.06862986,1729162800.0,116.65,0.349998,1729108802,116.57,116.86,116.26 - 116.86,116.26,620242,116.22,115.44,0.0,8,9,us_market,finmb_382553,NYSE,Novartis AG,USD,116.39,1109593,910650,24.379997,0.2644538,0.301152,USD,92.19 - 120.92,-4.3499985,-0.035974186,22.802198,1713484800.0,1730199540.0,1730199540.0,1730199540.0,1730206800.0,1730206800.0,False,3.919,23.741344,3.78,0.03372053,3.25,PRE,NYQ,4.91,8.35,7.54,15.460213,2024579968,20.613,115.7656,0.8043976,0.0069485027,106.02295,10.54705,0.09947894,236572983296,13.960479,5.655169,15,0,America/New_York,EDT,-14400000,False,False,False,120.92,92.19,2.9 - Hold,Novartis AG,,NVS,,,
en-US,US,EQUITY,Equity,Delayed Quote,False,LOW,,-0.004048036316303923,False,1331731800000,4,,,,,0.0,1729022400,0.5,0.42,0.42 - 0.42,0.42,4000,0.42,0.4718,0.5509,0,0,us_market,finmb_5463985,OTC Markets OTCPK,Agricultural Bank of China Limited,CNY,0.42,21455,66370,0.13999999,0.38888884,0.0,USD,0.36 - 0.5,0.0,0.0,31.578945,1501718400.0,1730372340.0,1730372340.0,1730372340.0,1725008400.0,1725008400.0,False,0.347,5.0,0.03,0.82619053,6.99,PRE,PNK,0.1,,,,30738800640,7.057,0.4428,0.057200015,0.129178,0.42065,0.079349995,0.18863662,256359497728,,0.07085163,15,0,America/New_York,EDT,-14400000,False,False,False,0.5,0.36,,AGRICULTURAL BANK OF CHINA,Agricultural Bank of China,ACGBF,,,
en-US,US,EQUITY,Equity,Delayed Quote,False,LOW,17.431877,-5.938291151931157,False,1272288600000,2,,,,,0.0,1729022400,110.78,115.7,115.7 - 115.7,115.7,100,115.7,111.06,120.75,451,394,us_market,finmb_382553,OTC Markets OTCPK,Novartis AG,USD,115.7,4066,590,20.54,0.22761527,0.0,USD,90.24 - 123.55,-12.770004,-0.103359,18.60814,1520467200.0,1730199540.0,1730199540.0,1730199540.0,1730206800.0,1730206800.0,False,3.919,22.654398,3.76,0.033872083,3.39,PRE,PNK,4.89,,,,2024579968,20.613,113.2728,-2.4927979,-0.02200703,104.4763,6.3036957,0.060336128,236572901376,,5.374278,15,0,America/New_York,EDT,-14400000,False,False,False,123.55,90.24,,Novartis AG,,NVSEF,,,
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,False,LOW,23.105769,-17.92795272939021,True,995549400000,2,-0.26000977,-0.06984628,1729162525.0,372.0,3.60001,1729108802,372.26,372.87,365.01 - 372.87,365.01,2097202,368.66,372.57,375.23,8,8,us_market,finmb_972190,NYSE,Accenture plc,USD,365.69,2378839,2286740,93.57001,0.33574942,0.976511,USD,278.69 - 387.51,-15.25,-0.03935382,21.694065,1731628800.0,1734615000.0,1734615000.0,1734615000.0,1734613200.0,1734613200.0,False,5.35,32.258232,5.92,0.014512016,1.61,PRE,NYQ,11.54,14.01,12.82,29.037443,624856000,45.242,341.5244,30.735596,0.08999531,334.49005,37.76996,0.112918034,232608907264,26.57102,8.228195,15,0,America/New_York,EDT,-14400000,False,False,False,387.51,278.69,2.0 - Buy,Accenture plc,Accenture,ACN,,,
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,28.294626,-7.227291472200534,True,708787800000,2,-0.05999756,-0.012396702,1729158848.0,483.92,3.2700195,1729108801,483.98,485.32,478.52 - 485.32,478.52,1209921,480.71,483.74,484.22,1,1,us_market,finmb_318049,NasdaqGS,Linde plc,USD,478.52,1460247,1367400,122.96002,0.34059063,0.6802479,USD,361.02 - 485.32,-1.3399963,-0.0027610573,29.872477,1726617600.0,1730368800.0,1730368800.0,1730368800.0,1730379600.0,1730379600.0,False,5.33,36.637398,5.56,0.011087766,1.16,PRE,NMS,13.21,17.1,15.52,31.184278,477503008,79.956,466.5804,17.399597,0.037291743,444.6913,39.288696,0.08835049,231101906944,28.302923,6.053079,15,0,America/New_York,EDT,-14400000,False,False,False,485.32,361.02,2.2 - Buy,Linde plc,Linde,LIN,,,2023-11-07
en-US,US,EQUITY,Equity,Delayed Quote,False,LOW,9.547288,-0.007641469014468776,False,1234535400000,2,,,,,0.3199997,1729096082,17.32,17.32,17.32 - 17.32,17.32,289,17.0,17.0,17.42,3083,400,us_market,finmb_319676,OTC Markets OTCPK,Toyota Motor Corporation,JPY,17.32,113036,134470,2.87,0.19861591,1.8823512,USD,14.45 - 26.02,-8.700001,-0.33435822,-2.811247,,1730864700.0,1730864700.0,1730864700.0,1730890740.0,1730890740.0,False,75.0,7.0121455,0.49,4.4117646,2.89,PRE,PNK,2.47,2.21,2.19,7.9086757,13149800448,2653.221,17.907,-0.5869999,-0.032780472,20.7881,-3.4680996,-0.16683102,227754541056,7.837104,0.0065279147,15,0,America/New_York,EDT,-14400000,False,False,False,26.02,14.45,,Toyota Motor Corp.,,TOYOF,,,
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,False,LOW,9.547288,-0.007621241731346969,True,322151400000,2,0.25,0.14577259,1729162800.0,171.75,1.95,1729108801,171.5,171.8,170.51 - 171.8,170.51,507736,169.55,0.0,172.1,10,10,us_market,finmb_319676,NYSE,Toyota Motor Corporation,JPY,170.76,372398,373040,12.460007,0.07834511,1.1501,USD,159.04 - 255.23,-83.729996,-0.32805702,-2.9479086,1717372800.0,1730864700.0,1730864700.0,1730864700.0,1730890740.0,1730890740.0,False,75.0,6.8765035,4.01,0.44234738,2.19,PRE,NYQ,24.94,22.75,22.13,7.7496614,1314979968,2653.221,178.8618,-7.361801,-0.041159157,207.55385,-36.05385,-0.17370841,225519058944,7.5384617,0.06463841,15,0,America/New_York,EDT,-14400000,False,False,False,255.23,159.04,2.3 - Buy,Toyota Motor Corporation,Toyota Motor,TM,,,
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,False,LOW,34.763537,-6.94335771103244,True,322151400000,2,11.950012,2.0201187,1729162803.0,603.5,-8.97003,1729108802,591.55,596.7975,587.27 - 596.7975,587.27,1367538,600.52,597.5,0.0,9,9,us_market,finmb_97023,NYSE,Thermo Fisher Scientific Inc.,USD,590.27,1332831,1139160,175.94998,0.42336378,-1.49371,USD,415.6 - 627.88,-36.330017,-0.057861403,27.859985,1728950400.0,1729686600.0,1729686600.0,1729686600.0,1729686600.0,1729686600.0,False,1.48,37.321766,1.56,0.0024645308,0.26,PRE,NYQ,15.85,23.79,21.72,27.235268,381996000,124.169,607.5716,-16.021606,-0.026369907,576.7544,14.795593,0.025653195,225969733632,24.865488,4.7640715,15,0,America/New_York,EDT,-14400000,False,False,False,627.88,415.6,2.0 - Buy,Thermo Fisher Scientific Inc,Thermo Fisher Scientific,TMO,,,
en-US,US,EQUITY,Equity,Delayed Quote,False,LOW,24.504545,-19.548010329225168,False,1176903000000,2,,,,,-1.090004,1729108841,80.06,80.56,79.59 - 80.56,79.59,40966,81.15,79.9,80.02,400,400,us_market,finmb_874249,OTC Markets OTCPK,L'Oréal S.A.,EUR,80.13,184307,117700,2.949997,0.038256995,-1.3431964,USD,77.11 - 100.28,-20.220001,-0.20163544,5.2256227,1716249600.0,1722355200.0,1722355200.0,1722355200.0,1722409200.0,1722409200.0,False,6.6,30.792309,1.41,0.081330866,1.74,PRE,PNK,2.6,,,,2668529920,55.407,85.2186,-5.1586,-0.060533732,91.6167,-11.556702,-0.12614188,219166654464,,1.4449437,15,0,America/New_York,EDT,-14400000,False,False,False,100.28,77.11,1.5 - Strong Buy,L'Oreal Co.,,LRLCY,,,
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,17.550706,-3.967132398622722,True,635178600000,2,0.07999802,0.14189076,1729162814.0,56.46,2.2999992,1729108801,56.38,56.41,54.83 - 56.41,54.83,31033765,54.08,56.08,56.17,4,1,us_market,finmb_19691,NasdaqGS,"Cisco Systems, Inc.",USD,55.08,18086338,12129270,11.880001,0.2669663,4.2529573,USD,44.5 - 56.41,-0.02999878,-0.000531799,1.4253616,1729641600.0,1723665905.0,1731495540.0,1731931200.0,1723667400.0,1723667400.0,True,1.58,22.196852,1.6,0.029215977,2.84,PRE,NMS,2.54,3.89,3.58,15.748604,3990729984,11.344,50.402,5.9780006,0.11860642,48.9167,7.4633026,0.15257168,224997359616,14.493573,4.9700284,15,0,America/New_York,EDT,-14400000,False,False,False,56.41,44.5,2.4 - Buy,"Cisco Systems, Inc.",Cisco Systems,CSCO,,,
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,False,LOW,23.128971,-3.6765648989361788,True,-110197800000,2,-0.120025635,-0.03835665,1729162533.0,312.8,-0.419983,1729108802,312.92,313.68,310.11 - 313.68,310.11,1821264,313.34,311.87,0.0,9,9,us_market,finmb_139488,NYSE,McDonald's Corporation,USD,313.32,3159865,2152940,69.390015,0.28493416,-0.134034,USD,243.53 - 315.36,-2.439972,-0.0077371006,21.27099,1734307200.0,1730205000.0,1730205000.0,1730205000.0,1730205000.0,1730205000.0,False,6.53,27.401052,7.08,0.020839984,2.26,PRE,NYQ,11.42,12.76,11.84,26.429054,717342976,-6.725,291.5322,21.387817,0.07336348,278.71616,34.203857,0.12271932,224470974464,24.523512,-46.530857,15,0,America/New_York,EDT,-14400000,False,False,False,315.36,243.53,2.1 - Buy,McDonald's Corporation,McDonald's,MCD,,,
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,29.520101,-34.84222255396845,True,524323800000,2,3.2799988,0.6526841,1729162821.0,505.82,-5.48999,1729108801,502.54,506.825,500.25 - 506.825,500.25,1810873,508.03,479.99,503.26,1,1,us_market,finmb_24321,NasdaqGS,Adobe Inc.,USD,506.2,2680738,2992770,68.57001,0.15800633,-1.0806429,USD,433.97 - 638.25,-135.70999,-0.21262826,-8.584952,,1726171500.0,1733950800.0,1734382800.0,1726174800.0,1726174800.0,True,0.0,43.099487,,0.0,,PRE,NMS,11.66,20.55,18.28,27.491247,440200000,32.685,535.965,-33.42502,-0.06236418,533.4147,-30.874664,-0.05788117,221218111488,24.454502,15.375248,15,0,America/New_York,EDT,-14400000,False,False,False,638.25,433.97,2.0 - Buy,Adobe Inc.,Adobe,ADBE,,,
en-US,US,EQUITY,Equity,Delayed Quote,False,LOW,24.504545,-19.811670832348376,False,1272288600000,2,,,,,-6.0,1729089999,399.0,405.1,399.0 - 405.1,399.0,126,405.0,399.0,405.0,215,270,us_market,finmb_874249,OTC Markets OTCPK,L'Oréal S.A.,EUR,401.0,847,420,7.1700134,0.018298786,-1.4814814,USD,391.83 - 506.41,-107.41,-0.21210088,5.4079533,1556582400.0,1722355200.0,1722355200.0,1722355200.0,1722409200.0,1722409200.0,False,6.6,31.14754,7.07,0.016296295,1.71,PRE,PNK,12.81,,,,533707008,55.407,424.5166,-25.516602,-0.06010743,457.40024,-58.400238,-0.12767863,218482409472,,7.201256,15,0,America/New_York,EDT,-14400000,False,False,False,506.41,391.83,,L'Oreal Co.,L'Oréal,LRLCF,,,
en-US,US,EQUITY,Equity,Delayed Quote,False,LOW,,-0.14807224218524773,True,76253400000,2,-0.18999863,-0.297384,1729161617.0,63.7,0.860001,1729108965,63.89,64.08,63.135 - 64.08,63.135,15172106,63.03,63.6,0.0,14,12,us_market,finmb_292891,NYSE,Wells Fargo & Company,USD,63.235,17091982,17263030,25.309998,0.6560393,1.36443,USD,38.58 - 64.08,-0.19000244,-0.0029650817,53.059734,1725148800.0,1736947800.0,1736947800.0,1736947800.0,1736953200.0,1736953200.0,False,1.45,13.282744,1.6,0.02300492,2.5,PRE,NYQ,4.81,5.47,5.28,12.100378,3403770112,49.218,55.6818,8.208199,0.1474126,56.09015,7.7998505,0.13905919,217466863616,11.680074,1.2981024,15,0,America/New_York,EDT,-14400000,False,False,False,64.08,38.58,2.3 - Buy,Wells Fargo & Company,,WFC,,,
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,False,LOW,26.097226,-2.006482003552472,True,-252322200000,2,-1.800003,-0.77031845,1729162804.0,231.87,0.709991,1729108802,233.67,233.88,231.13 - 233.88,231.13,2841230,232.96,0.0,0.0,8,8,us_market,finmb_112350,NYSE,International Business Machines Corporation,USD,232.11,3684495,3495350,97.8,0.7198057,0.30477,USD,135.87 - 237.37,-3.699997,-0.015587467,68.79936,1725926400.0,1729713600.0,1729713600.0,1729713600.0,1729717200.0,1729717200.0,False,6.65,25.762955,6.68,0.028545672,2.86,PRE,NYQ,9.07,10.73,10.16,22.999016,921148032,26.083,209.3296,24.340393,0.116277836,186.49765,47.172348,0.25293803,215244652544,21.77726,8.958709,15,0,America/New_York,EDT,-14400000,False,False,False,237.37,135.87,2.6 - Hold,International Business Machines,IBM,IBM,,,
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,False,LOW,6.388407,-1.7232895994251274,True,447949800000,2,0.26000214,0.39015928,1729162866.0,66.9,0.559998,1729108802,66.64,66.995,66.44 - 66.995,66.44,4377888,66.08,67.13,0.0,12,13,us_market,finmb_22385966,NYSE,Shell plc,USD,66.72,4049570,3963376,6.3029976,0.10446322,0.847454,USD,60.337 - 74.605,-7.965004,-0.10676233,-2.1439075,1727049600.0,1730358000.0,1730358000.0,1730358000.0,1730385000.0,1730385000.0,False,1.363,11.815603,2.75,0.020626513,4.16,PRE,NYQ,5.64,8.23,8.18,8.146699,3083960064,29.317,69.3908,-2.750801,-0.03964216,68.9214,-2.2814026,-0.03310151,205515096064,8.097206,2.273084,15,0,America/New_York,EDT,-14400000,False,False,False,74.605,60.337,2.0 - Buy,Shell PLC,Shell,SHEL,Royal Dutch Shell plc,2024-10-16,
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,False,LOW,,-0.22222260136021574,True,730477800000,2,0.099998474,0.08367373,1729162832.0,119.61,7.29,1729108879,119.51,121.45,116.5 - 121.45,116.5,21446930,112.22,119.6,120.6,11,11,us_market,finmb_472898,NYSE,Morgan Stanley,USD,116.88,5768623,5204100,50.090004,0.72155005,6.49617,USD,69.42 - 121.45,-1.9399948,-0.015973609,53.894676,1723680000.0,1737034200.0,1737034200.0,1737034200.0,1737034200.0,1737034200.0,False,3.55,18.442902,3.7,0.03163429,3.3,PRE,NYQ,6.48,7.72,7.11,16.80872,1612000000,56.8,101.593,17.917,0.17636058,95.4802,24.0298,0.25167313,192650117120,15.480571,2.1040494,15,0,America/New_York,EDT,-14400000,False,False,False,121.45,69.42,2.6 - Hold,Morgan Stanley,,MS,,,
en-US,US,EQUITY,Equity,Delayed Quote,False,LOW,6.417845,-0.24283867186686778,False,1234535400000,4,,,,,-0.030000031,1729091006,0.78,0.78,0.78 - 0.78,0.78,4600,0.81,0.7698,0.8191,0,400,us_market,finmb_121373,OTC Markets OTCPK,PetroChina Company Limited,CNY,0.78,157526,167100,0.17999995,0.2999999,-3.7037075,USD,0.6 - 1.08,-0.30000007,-0.27777782,11.428571,,1730199540.0,1730199540.0,1730199540.0,1724837400.0,1724837400.0,False,0.45,6.0,0.06,0.5555555,8.0,PRE,PNK,0.13,,,,21098899456,8.139,0.8242,-0.044200003,-0.053627767,0.8521,-0.07210004,-0.08461453,210844123136,,0.095834866,15,0,America/New_York,EDT,-14400000,False,False,False,1.08,0.6,,"PetroChina Co., Ltd.",PetroChina Company,PCCYF,,,
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,False,LOW,30.900443,-2.392611747662506,True,-252322200000,2,-0.07998657,-0.041620657,1729162533.0,192.1,1.60999,1729108802,192.18,192.22,189.92 - 192.22,189.92,2539057,190.57,0.0,192.6,8,8,us_market,finmb_177031,NYSE,GE Aerospace,USD,190.5,4811350,3155230,107.95812,1.2818301,0.844826,USD,84.22187 - 194.33,-2.1500092,-0.0110637015,123.26715,1729814400.0,1729600200.0,1729600200.0,1729600200.0,1729596600.0,1729596600.0,False,0.72,51.522785,1.12,0.0037781394,0.59,PRE,NYQ,3.73,5.23,4.25,45.218822,1084310016,17.152,176.6182,15.561798,0.08810982,151.3071,40.872894,0.27013204,208382689280,36.745697,11.204523,15,0,America/New_York,EDT,-14400000,False,False,False,194.33,84.22187,1.7 - Buy,GE Aerospace,,GE,,,
en-US,US,EQUITY,Equity,Delayed Quote,False,LOW,,,True,1492608600000,2,,,,,0.0,1729108802,25.28,25.33,25.27 - 25.33,25.27,52635,25.28,0.0,0.0,12,8,us_market,finmb_292891,NYSE,Wells Fargo & Company,USD,25.28,69171,49970,4.1990013,0.19918416,0.0,USD,21.081 - 25.3591,-0.079099655,-0.0031191823,19.301558,1726444800.0,1736947800.0,1736947800.0,1736947800.0,1736953200.0,1736953200.0,False,1.45,5.2317886,1.41,0.057357594,5.56,PRE,NYQ,4.832,,,,4707239936,49.218,24.499037,0.7809639,0.03187733,24.185291,1.0947094,0.045263436,206420312064,,0.51363325,15,0,America/New_York,EDT,-14400000,False,False,False,25.3591,21.081,,Wells Fargo & Company Depositar,,WFC-PY,,,
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,False,LOW,28.643234,-11.103947000168008,True,322151400000,2,0.29000092,0.24613896,1729162800.0,118.11,1.77,1729108802,117.82,119.5,116.64 - 119.5,116.64,6253706,116.05,117.6,0.0,9,9,us_market,finmb_247483,NYSE,Abbott Laboratories,USD,118.01,5736026,4455290,26.18,0.28568313,1.5252,USD,91.64 - 121.64,-3.8199997,-0.03140414,21.594715,1731628800.0,1729078207.0,1729078207.0,1729078207.0,1729083600.0,1729083600.0,False,2.16,35.81155,2.2,0.018612668,1.87,PRE,NYQ,3.29,5.14,4.67,25.229122,1739900032,22.598,113.3644,4.455597,0.039303318,110.31685,7.503151,0.068014555,204995018752,22.92218,5.2137356,15,0,America/New_York,EDT,-14400000,False,False,False,121.64,91.64,2.0 - Buy,Abbott Laboratories,,ABT,,,
en-US,US,EQUITY,Equity,Delayed Quote,False,LOW,,-0.004562795770527151,False,1262097000000,2,,,,,0.3000002,1729108689,15.58,15.66,15.58 - 15.66,15.58,16373,15.28,15.59,15.6,400,400,us_market,finmb_5463812,OTC Markets OTCPK,China Construction Bank Corporation,CNY,15.66,95190,229080,4.5699997,0.41507718,1.9633521,USD,11.01 - 16.34,-0.7600002,-0.046511643,30.974983,1724025600.0,1730372340.0,1730372340.0,1730372340.0,1725264000.0,1725264000.0,False,0.4,4.2452316,1.12,0.026178012,7.21,PRE,PNK,3.67,,,,479683008,12.138,14.5592,1.0207996,0.07011372,13.4009,2.1791,0.16260849,199126433792,,1.2835723,15,0,America/New_York,EDT,-14400000,False,False,False,16.34,11.01,,China Construction Bank Corp.,,CICHY,,,
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,False,LOW,,-0.9598830709842283,True,76253400000,2,1.9900208,0.7064828,1729162867.0,283.67,4.37,1729108802,281.68,281.87,277.69 - 281.87,277.69,2242400,277.31,283.02,284.45,8,8,us_market,finmb_92001,NYSE,American Express Company,USD,278.88,2709268,2201000,140.76999,0.99900633,1.57585,USD,140.91 - 281.87,-0.19000244,-0.0006740783,85.34287,1731024000.0,1729249200.0,1729249200.0,1729249200.0,1729254600.0,1729254600.0,False,2.6,21.00522,2.8,0.009375788,0.99,PRE,NYQ,13.41,14.92,13.14,21.436832,710912000,41.489,257.8256,23.8544,0.09252146,231.807,49.872986,0.21514875,200249688064,18.879356,6.7892694,15,0,America/New_York,EDT,-14400000,False,False,False,281.87,140.91,2.7 - Hold,American Express Company,,AXP,,,
